name,aorta,gall_bladder,kidney_left,kidney_right,liver,pancreas,postcava,spleen,stomach
s0000,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0001,0.9328666925430298,nan,0.9117357134819031,0.8976537585258484,0.9542831182479858,0.8498666882514954,0.9089882373809814,0.9996448159217834,0.9884285926818848
s0002,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0003,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0004,0.955976665019989,0.6671105027198792,0.8218197226524353,0.8768261671066284,0.9388242363929749,0.901572585105896,0.9224682450294495,0.9407579898834229,0.7888052463531494
s0006,0.9719111919403076,0.9093900322914124,0.9091673493385315,0.9084762334823608,0.9718087911605835,0.8774209022521973,0.950336217880249,0.9902516007423401,0.9119073152542114
s0009,0.9879608750343323,0.8269040584564209,0.8923035264015198,0.9144076108932495,0.9618160128593445,0.8446897864341736,0.911462128162384,0.997024416923523,0.9566896557807922
s0010,0.6989675164222717,0.9989690780639648,0.869507372379303,0.8510964512825012,0.9614193439483643,0.9629374146461487,0.8886103630065918,0.9882245659828186,0.9475045800209045
s0011,0.854429304599762,0.9805309772491455,0.8853592276573181,0.8501303195953369,0.9096180200576782,0.9524879455566406,0.9145418405532837,0.9862055778503418,0.9152582287788391
s0012,0.8897327780723572,nan,0.805489718914032,0.8650805354118347,0.8374094367027283,0.8603082895278931,0.9583239555358887,0.9813953638076782,0.5370116829872131
s0013,0.979745090007782,nan,0.7827750444412231,0.8230260014533997,0.9455075263977051,0.9336355328559875,0.8770949840545654,0.9968602657318115,0.9612311720848083
s0014,0.9226739406585693,nan,0.8474791646003723,0.8752071261405945,0.6468201279640198,0.8320079445838928,0.847392201423645,0.9861936569213867,0.3472539782524109
s0015,0.9026220440864563,0.8038733601570129,0.8474079966545105,0.8934844732284546,0.9370133876800537,0.41019323468208313,0.772065281867981,0.9695104360580444,0.8671776652336121
s0016,0.6647472381591797,nan,0.8209031224250793,0.8316843509674072,0.93134605884552,0.9025267958641052,0.7284458875656128,0.9981242418289185,0.9342802166938782
s0019,0.9257757663726807,0.9638103246688843,0.8574510216712952,0.8695957064628601,0.9561048150062561,0.9403420686721802,0.9223704934120178,0.9864425659179688,0.8912469744682312
s0021,0.5568041801452637,nan,nan,nan,nan,nan,nan,nan,nan
s0022,0.9632865190505981,0.9582124352455139,0.9466294050216675,0.9739909172058105,0.9124119281768799,0.8219528794288635,0.8845441937446594,0.9974642992019653,0.8999210596084595
s0024,0.37491604685783386,0.9719070792198181,0.8333333134651184,0.874976634979248,0.9454652070999146,0.8644395470619202,0.836921751499176,0.990578293800354,0.9384313821792603
s0025,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0028,0.9578588008880615,0.9019097089767456,0.872157633304596,0.8768027424812317,0.9326795339584351,0.8245007395744324,0.945482611656189,0.8467208743095398,0.8658698797225952
s0029,0.899781346321106,0.7601330876350403,0.8401412963867188,0.8378484845161438,0.9002541303634644,0.8530003428459167,0.8976223468780518,0.965462863445282,0.8492575287818909
s0030,0.9165815114974976,0.9576199650764465,0.8552729487419128,0.8197247385978699,0.9684574007987976,0.8862373232841492,0.8640357851982117,0.9954429864883423,0.9570866227149963
s0031,0.9664589762687683,0.7646909952163696,0.7765244245529175,0.6267954111099243,0.9731489419937134,0.9793893098831177,0.6629365682601929,0.9977816939353943,0.9747534990310669
s0032,0.8387048244476318,nan,0.9447661638259888,nan,0.61178058385849,nan,0.4126693606376648,0.4307348132133484,0.0
s0034,0.996854841709137,nan,0.7130886316299438,0.8402705788612366,0.9544708728790283,0.8912996649742126,0.514274537563324,nan,0.8976178765296936
s0035,0.36516278982162476,nan,nan,nan,nan,nan,nan,nan,nan
s0036,0.0,nan,nan,nan,nan,nan,nan,nan,nan
s0037,0.7204909920692444,nan,0.49505260586738586,nan,0.8772933483123779,0.5372307896614075,0.4024876654148102,0.9177607297897339,0.1657082587480545
s0038,0.9560698866844177,0.9333603978157043,0.9025511741638184,0.896182119846344,0.9296562075614929,0.7216159105300903,0.9583610892295837,0.9110063910484314,0.8362069129943848
s0039,1.0,0.816082775592804,0.8812180757522583,0.9529624581336975,0.937079906463623,0.962618350982666,0.928475558757782,0.9399762153625488,0.9691780805587769
s0040,0.9353299140930176,0.9685672521591187,0.89150470495224,0.8790875673294067,0.9672266840934753,0.9656036496162415,0.9485461711883545,0.9958859086036682,0.9553176164627075
s0042,0.7756785154342651,0.9908280372619629,0.8217900991439819,0.8623450398445129,0.938427209854126,0.8891193270683289,0.967903733253479,0.9982461333274841,0.9647334218025208
s0043,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0044,0.8166496157646179,nan,nan,nan,nan,nan,nan,nan,nan
s0045,0.5386447906494141,0.9533607959747314,0.8773180246353149,0.9103315472602844,0.9433035254478455,0.923068642616272,0.8562994003295898,0.9995697140693665,0.9267520904541016
s0046,0.574502170085907,0.9462184906005859,0.5732611417770386,0.9909365773200989,0.9551816582679749,0.9489493370056152,0.8491902947425842,0.9814650416374207,0.9648984670639038
s0048,0.9044028520584106,nan,0.8769299983978271,0.8845493197441101,0.8570770025253296,0.8327946066856384,0.8477483987808228,0.9740501642227173,0.7587091326713562
s0049,0.42912355065345764,nan,0.8058003783226013,0.6207246780395508,0.9566907286643982,0.7751190662384033,0.8974690437316895,0.9856775403022766,0.9361788034439087
s0050,0.9359071850776672,0.979444146156311,0.9025004506111145,0.8948677182197571,0.9544829726219177,0.8338991403579712,0.9179361462593079,0.9926688075065613,0.939986526966095
s0052,0.800143301486969,0.9534381031990051,0.871153712272644,0.7515518069267273,0.9741149544715881,0.9128156900405884,0.9332786202430725,0.9961704015731812,0.9275833368301392
s0053,0.9260948896408081,0.9985256791114807,0.8471556901931763,0.8731414675712585,0.9438782334327698,0.9751277565956116,0.8809066414833069,0.9987959861755371,0.9792861342430115
s0054,0.9473134875297546,0.9339975118637085,0.888602077960968,0.8057708740234375,0.9476428031921387,0.9748077988624573,0.8576138615608215,0.999265730381012,0.9469686150550842
s0056,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0057,0.8428683280944824,0.7458193898200989,0.80177903175354,0.8353728652000427,0.9705097675323486,0.9571962952613831,0.9084271788597107,0.9977534413337708,0.956061601638794
s0058,0.8255901336669922,0.7523140907287598,0.861213207244873,0.8524982929229736,0.9084950089454651,0.8597716093063354,0.9474595189094543,0.9713918566703796,0.8247426748275757
s0059,0.9570094347000122,0.4365941882133484,0.8283967971801758,0.8090950846672058,0.8630316853523254,0.3199876546859741,0.9057464003562927,0.9333905577659607,0.7186615467071533
s0061,0.27597859501838684,nan,nan,nan,nan,nan,nan,nan,nan
s0062,0.9731471538543701,nan,0.9221311211585999,0.0,0.0,nan,0.7181246280670166,nan,nan
s0063,0.0,nan,nan,nan,nan,nan,nan,nan,nan
s0065,0.7916848659515381,0.9062895774841309,0.8654919862747192,0.869991660118103,0.9506163001060486,0.8860045075416565,0.8757109642028809,0.9597856998443604,0.9238394498825073
s0066,0.893591046333313,0.9893322587013245,0.8331538438796997,0.888049840927124,0.9410332441329956,0.708112895488739,0.8043076992034912,0.8970814347267151,0.9108167886734009
s0067,0.5840514302253723,nan,nan,nan,0.6129326224327087,nan,0.7903226017951965,nan,nan
s0068,0.5627661943435669,0.831935465335846,0.4965344965457916,0.7288272976875305,0.9346654415130615,0.5834237933158875,0.5245246887207031,0.7362465858459473,0.48026105761528015
s0069,0.9574446678161621,0.9411911964416504,0.9390652775764465,0.9201774001121521,0.9659506678581238,0.8520403504371643,0.9343331456184387,0.8796395063400269,0.977107048034668
s0070,0.9378716349601746,0.9035893082618713,0.924707293510437,0.9093458652496338,0.9464580416679382,0.8304131031036377,0.9140573143959045,0.9838685989379883,0.9076611995697021
s0071,0.8981139659881592,nan,0.8572876453399658,0.8631063103675842,0.966388463973999,0.7737680077552795,0.9554697275161743,0.9973016381263733,0.9860804677009583
s0072,0.7931791543960571,nan,0.8099293112754822,0.8255016803741455,0.9534584879875183,0.9371129274368286,0.8630147576332092,0.9966533184051514,0.9121974110603333
s0073,0.7402761578559875,0.8805506229400635,0.9716816544532776,0.9481372833251953,0.9280803203582764,0.9029731154441833,0.7818689942359924,0.9895172119140625,0.955940842628479
s0074,0.0,nan,nan,nan,nan,nan,0.0,nan,nan
s0075,0.8397996425628662,0.9921708106994629,0.7457824349403381,0.8171212077140808,0.9377831816673279,0.9208236932754517,0.9362920522689819,0.9983685612678528,0.9624513387680054
s0076,0.9346140027046204,0.9857333898544312,0.9158534407615662,0.9025753140449524,0.9349231123924255,0.9688428640365601,0.9625767469406128,0.998831033706665,0.9082248210906982
s0077,0.7089126706123352,nan,0.8455100059509277,0.8066869974136353,0.962843120098114,0.8703468441963196,0.9366248250007629,0.9756758809089661,0.9554900527000427
s0078,0.9471518993377686,0.8924364447593689,0.6604794263839722,0.6565594673156738,0.9603480100631714,0.9366557598114014,0.9564672708511353,0.972554087638855,0.8995148539543152
s0079,0.2538934350013733,nan,nan,nan,nan,nan,nan,nan,nan
s0080,0.8411586284637451,0.9568459391593933,0.9679593443870544,0.9431843161582947,0.96659916639328,0.932743489742279,0.9272072315216064,0.9972475171089172,0.9555461406707764
s0081,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0082,0.8084269762039185,0.8810850977897644,0.8603515028953552,0.8425396680831909,0.839224636554718,0.8796777129173279,0.8651676177978516,0.9776166081428528,0.9021763801574707
s0083,0.6397432684898376,nan,nan,nan,0.5779680013656616,nan,0.8079236149787903,0.9192115664482117,0.6139110922813416
s0084,0.60659259557724,nan,nan,nan,0.8377013802528381,nan,0.8885034918785095,0.5053957104682922,nan
s0085,0.3800453543663025,nan,nan,nan,0.9432083964347839,nan,0.250309020280838,0.9678373336791992,0.1317952424287796
s0086,0.8792603611946106,0.9582683444023132,0.882053792476654,0.854256272315979,0.9537718296051025,0.9056070446968079,0.87021803855896,0.9643974304199219,0.9222566485404968
s0088,0.6634775400161743,0.8538622260093689,nan,0.8898061513900757,0.9632250070571899,0.9232296347618103,0.5252976417541504,0.9997649192810059,0.9619935750961304
s0089,0.6862723231315613,0.9888074398040771,0.8903654217720032,0.8697521090507507,0.9480246305465698,0.9643468260765076,0.8855759501457214,1.0,0.9185640811920166
s0090,0.9554445147514343,0.9531484246253967,0.8258757591247559,0.873826265335083,0.9505388736724854,0.8953812718391418,0.9302782416343689,0.984048068523407,0.9142664074897766
s0091,0.711233377456665,0.9457704424858093,0.7746967077255249,0.6702430248260498,0.9483296275138855,0.8903418183326721,0.8896313309669495,0.8422788977622986,0.96855229139328
s0092,0.9497510194778442,0.8173676133155823,0.8674042820930481,0.7870624661445618,0.9370059967041016,0.7986284494400024,0.8334829211235046,0.9909636378288269,0.8805744647979736
s0095,0.593542218208313,0.0527404360473156,0.49725139141082764,0.6494302153587341,0.520408034324646,0.28351354598999023,0.2577962577342987,0.8645931482315063,0.05383235216140747
s0096,0.6474511027336121,0.24508321285247803,0.8135684132575989,0.8200145959854126,0.9506937861442566,0.9101009368896484,0.9455682635307312,0.9975770115852356,0.9582300186157227
s0098,0.8644143342971802,0.7773418426513672,0.8752077221870422,0.9116109609603882,0.7824853658676147,0.8109803795814514,0.9095852971076965,0.9799416661262512,0.6107146739959717
s0099,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0100,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0101,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0102,0.9186144471168518,0.38235294818878174,0.4860653877258301,0.8688286542892456,0.5834632515907288,0.498983234167099,0.6239303946495056,0.4200582504272461,0.71231609582901
s0103,nan,nan,nan,nan,nan,nan,nan,nan,nan
s0104,0.8072289228439331,nan,nan,nan,nan,nan,0.8913427591323853,nan,nan
